paper;sample;variable;group;nClusters;n;mean;sd;SE;decimalM;decimalSD;pReported;discreteItemsCount;nPerCellAssumed;notes
2903;1;1;1;;15;11.7;1.6;;1;1;;;;
2903;1;1;2;;14;11;1.9;;1;1;;;;
2903;1;2;1;;15;28.4;3.4;;1;1;;;;
2903;1;2;2;;14;27.2;4.9;;1;1;;;;
2903;1;3;1;;15;26.7;5.6;;1;1;;;;
2903;1;3;2;;14;26.6;11.4;;1;1;;;;
2903;1;4;1;;15;1.6;0.3;;1;1;;;;
2903;1;4;2;;14;1.6;0.4;;1;1;;;;
2903;1;5;1;;15;7;4.1;;1;1;;27;;
2903;1;5;2;;14;8.4;4.8;;1;1;;27;;
2903;1;6;1;;15;30.8;5.9;;1;1;;20;;
2903;1;6;2;;14;34.7;5.9;;1;1;;20;;
2903;1;7;1;;15;3.1;1.8;;1;1;;1;;
2903;1;7;2;;14;2.6;1.4;;1;1;;1;;
2905;1;1;1;4;507;2.33;1.32;;2;2;;;;
2905;1;1;2;3;493;2.4;1.39;;2;2;;;;
2905;1;2;1;4;507;2.91;1.77;;2;2;0.01;;;
2905;1;2;2;3;493;2.55;1.59;;2;2;0.01;;;
2905;1;3;1;4;507;1.93;0.97;;2;2;;;;
2905;1;3;2;3;493;2.02;1.15;;2;2;;;;
2913;1;1;1;;76;13;7.7;;1;1;;12;;
2913;1;1;2;;76;13.7;7.9;;1;1;;12;;
2913;1;2;1;;76;19;8;;1;1;;;;
2913;1;2;2;;76;19.7;7.7;;1;1;;;;
2913;1;3;1;;76;19.4;5.7;;1;1;;7;;
2913;1;3;2;;76;18.4;5.6;;1;1;;7;;
2932;1;1;1;;169;21;1.8;;1;1;0.617;;;
2932;1;1;2;;163;20.5;1.7;;1;1;0.617;;;
2932;1;2;1;;169;0.55;0.34;;2;2;0.285;;;
2932;1;2;2;;163;0.59;0.34;;2;2;0.285;;;
2932;1;3;1;;169;4.05;2.48;;2;2;0.345;;;
2932;1;3;2;;163;3.79;2.67;;2;2;0.345;;;
2932;1;4;1;;169;4.99;4.71;;2;2;0.738;;;
2932;1;4;2;;163;4.82;4.66;;2;2;0.738;;;
2952;1;1;1;;10;3.3;0.99;;2;2;;;;
2952;1;1;2;;10;2.9;1.16;;2;2;;;;
2952;1;1;3;;10;2.67;1.35;;2;2;;;;
2952;1;2;1;;10;3.83;0.42;;2;2;;;;
2952;1;2;2;;10;3.43;1.04;;2;2;;;;
2952;1;2;3;;10;2.93;0.75;;2;2;;;;
2952;1;3;1;;10;5.54;0.95;;2;2;;;;
2952;1;3;2;;10;5.66;0.79;;2;2;;;;
2952;1;3;3;;10;4.8;0.79;;2;2;;;;
2952;1;4;1;;10;4.86;1.04;;2;2;;;;
2952;1;4;2;;10;5.6;0.73;;2;2;;;;
2952;1;4;3;;10;5.25;0.68;;2;2;;;;
2952;1;5;1;;10;14.6;7.75;;2;2;;;;
2952;1;5;2;;10;16.9;9.16;;2;2;;;;
2952;1;5;3;;10;20.5;10.42;;2;2;;;;
2952;1;6;1;;10;-3.3;0.82;;2;2;;;;
2952;1;6;2;;10;-2.9;0.32;;2;2;;;;
2952;1;6;3;;10;-2.6;0.97;;2;2;;;;
2957;1;1;1;;11;4.8;1.2;;1;1;;;;
2957;1;1;2;;11;6.1;0.9;;1;1;;;;
2957;1;2;1;;11;3.4;1.4;;1;1;;;;
2957;1;2;2;;11;2.7;1.4;;1;1;;;;
2957;1;3;1;;11;57.8;11.1;;1;1;;23;;
2957;1;3;2;;11;51.9;11.5;;1;1;;23;;
2957;1;4;1;;11;30.5;10.6;;1;1;;19;;
2957;1;4;2;;11;27;4.9;;1;1;;19;;
2957;1;5;1;;11;15.4;5.3;;1;1;;21;;
2957;1;5;2;;11;11.7;4.3;;1;1;;21;;
2968;1;1;1;;37;74.97;81.59;;2;2;;1;;
2968;1;1;2;;44;89.25;96.12;;2;2;;1;;
2968;1;2;1;;37;5.24;4.72;;2;2;;1;;
2968;1;2;2;;44;4.48;4.15;;2;2;;1;;
2968;1;3;1;;37;79.74;10.6;;2;2;;13;;
2968;1;3;2;;44;78.79;8.66;;2;2;;13;;
2968;1;4;1;;37;33.24;21.62;;2;2;;21;;
2968;1;4;2;;44;35.98;26.25;;2;2;;21;;
2970;1;1;1;;14;36.94;12.44;;2;2;0.231;;;
2970;1;1;2;;13;38.92;8.5;;2;2;0.231;;;
2970;1;1;3;;18;33.78;10.07;;2;2;0.231;;;
2970;1;2;1;;14;12.54;2.31;;2;2;0.321;;;
2970;1;2;2;;13;11.73;1.9;;2;2;0.321;;;
2970;1;2;3;;18;11.53;1.55;;2;2;0.321;;;
2981;1;1;1;;64;42.47;10.54;;2;2;;;;
2981;1;1;2;;53;39.83;10.73;;2;2;;;;
2981;1;2;1;;64;59950.81;42584.2;;2;2;;;;
2981;1;2;2;;53;76848.03;56151.56;;2;2;;;;
2981;1;3;1;;64;14.23;2.2;;2;2;;;;
2981;1;3;2;;53;14.14;2.68;;2;2;;;;
2981;1;4;1;;64;7.52;8.71;;2;2;;;;
2981;1;4;2;;53;8.52;9;;2;2;;;;
2981;1;5;1;;64;8.08;9.61;;2;2;;;;
2981;1;5;2;;53;8.66;8.86;;2;2;;;;
2981;1;6;1;;64;117.01;26.13;;2;2;;;;
2981;1;6;2;;53;118.67;15.69;;2;2;;;;
2981;1;7;1;;64;81.74;18.95;;2;2;;;;
2981;1;7;2;;53;82.47;14.75;;2;2;;;;
2988;1;1;1;;14;7.6;2.5;;1;1;;;;
2988;1;1;2;;12;7.6;2.2;;1;1;;;;
2988;1;1;3;;10;6.9;1.6;;1;1;;;;
2988;1;1;4;;18;7.6;2.4;;1;1;;;;
2988;1;2;1;;14;21.6;16.9;;1;1;;1;;
2988;1;2;2;;12;20.2;22.2;;1;1;;1;;
2988;1;2;3;;10;14.6;12.9;;1;1;;1;;
2988;1;2;4;;18;18.8;10.7;;1;1;;1;;
2988;1;3;1;;14;26.5;3.6;;1;1;;7;;
2988;1;3;2;;12;25.8;5.7;;1;1;;7;;
2988;1;3;3;;10;26;5.5;;1;1;;7;;
2988;1;3;4;;18;24.7;6.6;;1;1;;7;;
2988;1;4;1;;14;15.7;4.9;;1;1;;7;;
2988;1;4;2;;12;17.7;8.2;;1;1;;7;;
2988;1;4;3;;10;16.7;6.6;;1;1;;7;;
2988;1;4;4;;18;18.2;7;;1;1;;7;;
2990;1;1;1;4;79;9.77;5.03;;2;2;;27;;
2990;1;1;2;4;76;10.99;6.29;;2;2;;27;;
2990;1;2;1;4;79;9.36;4.33;;2;2;;28;;
2990;1;2;2;4;76;9.32;5.2;;2;2;;28;;
2990;1;3;1;4;79;5.8;4.03;;2;2;;6;;
2990;1;3;2;4;76;5.88;4.71;;2;2;;6;;
2990;1;4;1;4;79;11.44;6.98;;2;2;;10;;
2990;1;4;2;4;76;10.86;7.62;;2;2;;10;;
2990;1;5;1;4;79;8.45;4.89;;2;2;;6;;
2990;1;5;2;4;76;7.87;5.06;;2;2;;6;;
2990;1;6;1;4;79;2.2;0.71;;2;2;;4;;
2990;1;6;2;4;76;2.18;0.65;;2;2;;4;;
2990;1;7;1;4;79;2.21;0.63;;2;2;;4;;
2990;1;7;2;4;76;2.07;0.58;;2;2;;4;;
2990;1;8;1;4;79;2.18;0.65;;2;2;;4;;
2990;1;8;2;4;76;2.14;0.64;;2;2;;4;;
2990;1;9;1;4;79;2.52;0.71;;2;2;;4;;
2990;1;9;2;4;76;2.52;0.65;;2;2;;4;;
2990;1;10;1;4;79;2.78;0.6;;2;2;;4;;
2990;1;10;2;4;76;2.73;0.69;;2;2;;4;;
2990;1;11;1;4;79;2.65;0.67;;2;2;;4;;
2990;1;11;2;4;76;2.55;0.68;;2;2;;4;;
2990;1;12;1;4;79;1.76;0.65;;2;2;;4;;
2990;1;12;2;4;76;1.75;0.6;;2;2;;4;;
2990;1;13;1;4;79;2.12;0.64;;2;2;;4;;
2990;1;13;2;4;76;2.23;0.62;;2;2;;4;;
2990;1;14;1;4;79;2.61;0.77;;2;2;;4;;
2990;1;14;2;4;76;2.59;0.82;;2;2;;4;;
2990;1;15;1;4;79;0.29;0.5;;2;2;;6;;
2990;1;15;2;4;76;0.36;0.49;;2;2;;6;;
2990;1;16;1;4;79;0.42;0.69;;2;2;;8;;
2990;1;16;2;4;76;0.44;0.47;;2;2;;8;;
2997;1;1;1;;38;29.7;6.6;;1;1;;;;
2997;1;1;2;;33;31.5;6.8;;1;1;;;;
2997;1;1;3;;33;30.4;6.8;;1;1;;;;
3002;1;1;1;;34;45.6;10.56;;1;2;;;;
3002;1;1;2;;30;45.4;12.34;;1;2;;;;
3002;1;2;1;;34;5.6;1.02;;1;2;;;;
3002;1;2;2;;30;5.4;0.81;;1;2;;;;
3004;1;1;1;;16;48.44;12.47;;2;2;0.87;;;
3004;1;1;2;;15;49.2;13.56;;2;2;0.87;;;
3004;1;2;1;;16;14.19;2.64;;2;2;0.12;;;
3004;1;2;2;;15;15.73;2.71;;2;2;0.12;;;
3004;1;3;1;;16;33.19;4.19;;2;2;0.46;;;
3004;1;3;2;;15;34.24;3.64;;2;2;0.46;;;
3004;1;4;1;;16;121.88;11.62;;2;2;0.49;;;The reported values for either variable 4 or 5 are likely a typo (the means and SDs are identical. although the p-values differ)
3004;1;4;2;;15;124.43;13.4;;2;2;0.49;;;
3004;1;5;1;;16;121.88;11.62;;2;2;0.57;;;
3004;1;5;2;;15;124.43;13.4;;2;2;0.57;;;
3004;1;6;1;;16;81.16;7.18;;2;2;0.76;;;
3004;1;6;2;;15;82.2;11.6;;2;2;0.76;;;
3004;1;7;1;;16;2.19;3.58;;2;2;0.644;;;
3004;1;7;2;;15;3.47;7.06;;2;2;0.644;;;
3004;1;8;1;;16;23.75;7.33;;2;2;0.336;16;;
3004;1;8;2;;15;21.33;6.6;;2;2;0.336;16;;
3004;1;9;1;;16;18.82;17.12;;2;2;0.558;;;
3004;1;9;2;;15;15.11;14.08;;2;2;0.558;;;
3004;1;10;1;;16;80.77;31.31;;2;2;0.411;;;
3004;1;10;2;;15;70.8;36.08;;2;2;0.411;;;
3004;1;11;1;;16;196.7;20.1;;2;2;0.552;;;
3004;1;11;2;;15;203.16;31.31;;2;2;0.552;;;
3004;1;12;1;;16;103.56;10.36;;2;2;0.479;;;
3004;1;12;2;;15;106.6;13.47;;2;2;0.479;;;
3004;1;13;1;;16;121.88;11.62;;2;2;0.57;;;
3004;1;13;2;;15;124.43;13.41;;2;2;0.57;;;
3004;1;14;1;;16;81.16;7.18;;2;2;0.762;;;
3004;1;14;2;;15;82.2;11.6;;2;2;0.762;;;
3004;1;15;1;;16;12.73;9.15;;2;2;0.717;21;;
3004;1;15;2;;15;14.73;12.63;;2;2;0.717;21;;
3017;1;1;1;;60;14.88;1.42;;2;2;0.705;;;
3017;1;1;2;;60;14.78;1.47;;2;2;0.705;;;
3017;1;2;1;;60;6.22;3.6;;2;2;0.261;;;
3017;1;2;2;;60;5.47;3.67;;2;2;0.261;;;
3017;1;3;1;;60;9.17;0.84;;2;2;0.856;;;
3017;1;3;2;;60;9.15;0.96;;2;2;0.856;;;
3020;1;1;1;;31;39;10.7;;1;1;;;;
3020;1;1;2;;30;42.9;9.5;;1;1;;;;
3020;1;2;1;;31;21.4;3.7;;1;1;;10;;
3020;1;2;2;;30;20.1;3.9;;1;1;;10;;
3020;1;3;1;;31;27.3;9.9;;1;1;;;;
3020;1;3;2;;30;29.9;10.8;;1;1;;;;
3020;1;4;1;;31;41.9;10.2;;1;1;;;;
3020;1;4;2;;30;38.1;12.8;;1;1;;;;
3020;1;5;1;;31;47.5;11;;1;1;;;;
3020;1;5;2;;30;48.9;10.9;;1;1;;;;
3020;1;6;1;;31;42.8;6.4;;1;1;;13;;
3020;1;6;2;;30;42.9;8.6;;1;1;;13;;
3023;1;1;1;;45;2.671;0.85;;0;3;;;;
3023;1;1;2;;46;2.813;0.751;;0;3;;;;
3023;1;1;3;;46;2.822;0.694;;0;3;;;;
3023;1;1;4;;47;2.847;0.74;;0;3;;;;
3023;1;2;1;;45;2.978;0.738;;0;3;;;;
3023;1;2;2;;46;3.076;0.758;;0;3;;;;
3023;1;2;3;;46;2.924;0.673;;0;3;;;;
3023;1;2;4;;47;3.059;0.747;;0;3;;;;
3023;1;3;1;;45;4.871;0.606;;0;3;;;;
3023;1;3;2;;46;4.87;0.558;;0;3;;;;
3023;1;3;3;;46;4.813;0.666;;0;3;;;;
3023;1;3;4;;47;4.749;0.72;;0;3;;;;
3023;1;4;1;;45;2.636;0.738;;0;3;;;;
3023;1;4;2;;46;2.752;0.683;;0;3;;;;
3023;1;4;3;;46;2.891;0.802;;0;3;;;;
3023;1;4;4;;47;2.872;0.696;;0;3;;;;
3023;1;5;1;;45;3.083;0.885;;0;3;;;;
3023;1;5;2;;46;3.011;0.756;;0;3;;;;
3023;1;5;3;;46;2.832;0.825;;0;3;;;;
3023;1;5;4;;47;3.229;0.746;;0;3;;;;
3023;1;6;1;;45;4.987;0.602;;0;3;;;;
3023;1;6;2;;46;4.922;0.537;;0;3;;;;
3023;1;6;3;;46;4.917;0.563;;0;3;;;;
3023;1;6;4;;47;4.877;0.687;;0;3;;;;
3023;1;7;1;;45;2.047;1.082;;0;0;;;;
3023;1;7;2;;46;1.925;0.908;;0;3;;;;
3023;1;7;3;;46;1.94;0.932;;0;3;;;;
3023;1;7;4;;47;1.796;1.03;;0;0;;;;
3023;1;8;1;;45;2.607;1.035;;0;0;;;;
3023;1;8;2;;46;2.63;1.012;;0;0;;;;
3023;1;8;3;;46;2.42;0.765;;0;3;;;;
3023;1;8;4;;47;2.901;0.914;;0;3;;;;
3023;1;9;1;;45;3.785;0.838;;0;3;;;;
3023;1;9;2;;46;3.543;0.946;;0;3;;;;
3023;1;9;3;;46;3.543;0.884;;0;3;;;;
3023;1;9;4;;47;3.418;0.844;;0;3;;;;
3023;1;10;1;;45;5.022;0.796;;0;3;;;;
3023;1;10;2;;46;5.08;0.689;;0;3;;;;
3023;1;10;3;;46;4.935;0.848;;0;3;;;;
3023;1;10;4;;47;5.043;0.68;;0;3;;;;
3023;1;11;1;;45;2.92;0.675;;0;3;;;;
3023;1;11;2;;46;2.707;0.618;;0;3;;;;
3023;1;11;3;;46;2.549;0.68;;0;3;;;;
3023;1;11;4;;47;2.66;0.681;;0;3;;;;
3023;1;12;1;;45;4.341;1.131;;0;0;;;;
3023;1;12;2;;46;4.399;1.104;;0;0;;;;
3023;1;12;3;;46;4.072;0.883;;0;3;;;;
3023;1;12;4;;47;4.809;1.056;;0;0;;;;
3037;1;1;1;;17;57;9.17;;0;2;0.48;;;
3037;1;1;2;;17;59;10.48;;0;2;0.48;;;
3037;1;1;3;;17;58;9.77;;0;2;0.48;;;
3037;1;2;1;;17;12.5;2.95;;1;2;0.55;;;
3037;1;2;2;;17;11.5;3.92;;1;2;0.55;;;
3037;1;2;3;;17;12;3.42;;0;2;0.55;;;
3037;1;3;1;;17;20.35;4.56;;2;2;0.22;14;;
3037;1;3;2;;17;18.12;5.4;;2;1;0.22;14;;
3037;1;3;3;;17;17.63;7.03;;2;2;0.22;14;;
3037;1;4;1;;17;22.81;6.14;;2;2;0.15;7;;
3037;1;4;2;;17;21.46;5.74;;2;2;0.15;7;;
3037;1;4;3;;17;21.16;8.5;;2;2;0.15;7;;
3037;1;5;1;;17;9.76;4.24;;2;2;0.73;7;;
3037;1;5;2;;17;7.27;4.63;;2;2;0.73;7;;
3037;1;5;3;;17;7.63;6.46;;2;2;0.73;7;;
3037;1;6;1;;17;7.09;2.77;;2;2;0.9;7;;
3037;1;6;2;;17;5.28;3.21;;2;2;0.9;7;;
3037;1;6;3;;17;3.1;3.36;;2;2;0.9;7;;
3043;1;1;1;;7;61;5.7;;1;1;;;;
3043;1;1;2;;6;62.5;12.9;;1;2;;;;
3043;1;2;1;;7;18.4;3.4;;1;1;;;;
3043;1;2;2;;6;16;5.1;;1;1;;;;
3043;1;3;1;;7;57.5;10.7;;1;1;;;;
3043;1;3;2;;6;55.3;12.7;;1;1;;;;
3044;1;1;1;;20;40.55;11.18;;2;2;0.44;;;
3044;1;1;2;;21;43.14;10.15;;2;2;0.44;;;
3044;1;2;1;;20;40.05;14.22;;2;2;0.78;;;
3044;1;2;2;;21;41.29;14.58;;2;2;0.78;;;
3044;1;3;1;;20;5.16;4.62;;2;2;0.28;;;
3044;1;3;2;;21;6.76;4.68;;2;2;0.28;;;
3044;1;4;1;;20;6.3;6.24;;1;2;0.89;;;
3044;1;4;2;;21;6.58;3.32;;2;2;0.89;;;
3044;1;5;1;;20;432.72;239.79;;2;2;0.65;;;
3044;1;5;2;;21;464.33;185.05;;2;2;0.65;;;
3044;1;6;1;;20;527.1;303.36;;1;2;0.2;;;
3044;1;6;2;;21;385.75;199.89;;2;2;0.2;;;
3049;1;1;1;;31;34.03;7.86;;2;2;;17;;
3049;1;1;2;;30;33.17;6.48;;2;2;;17;;
3049;1;1;3;;29;35.07;7.63;;2;2;;17;;
3049;1;2;1;;31;32.28;8.73;;2;2;;;;
3049;1;2;2;;30;31.3;8.2;;2;2;;;;
3049;1;2;3;;29;31.08;10.65;;2;2;;;;
3049;1;3;1;;31;18.55;9.07;;2;2;;21;;
3049;1;3;2;;30;20.61;8.82;;2;2;;21;;
3049;1;3;3;;29;18.84;9.64;;2;2;;21;;
3049;1;4;1;;31;25.62;10.86;;2;2;;21;;
3049;1;4;2;;30;21.7;10.31;;2;2;;21;;
3049;1;4;3;;29;22.5;12.53;;2;2;;21;;
3052;1;1;1;;75;23.15;5.03;;2;2;;19;;
3052;1;1;2;;75;22.68;4.66;;2;2;;19;;
3052;1;2;1;;75;9.61;5.73;;2;2;;20;;
3052;1;2;2;;75;8.08;5.37;;2;2;;20;;
3052;1;3;1;;75;212.21;47.07;;2;2;;69;;
3052;1;3;2;;75;200.84;43.46;;2;2;;69;;
3056;1;1;1;;38;44.3;10.1;;1;1;0.052;;;
3056;1;1;2;;31;48.8;8.7;;1;1;0.052;;;
3056;1;2;1;;38;12.9;1.8;;1;1;0.697;;;
3056;1;2;2;;31;13;1.6;;1;1;0.697;;;
3056;1;3;1;;38;21.1;13.5;;1;1;0.107;;;
3056;1;3;2;;31;25.9;10.3;;1;1;0.107;;;
3056;1;4;1;;38;16.26;6.58;;2;2;0.58;;;
3056;1;4;2;;31;17.16;6.12;;2;2;0.58;;;
3056;1;5;1;;38;15.66;6.24;;2;2;0.29;;;
3056;1;5;2;;31;14.23;4.9;;2;2;0.29;;;
3056;1;6;1;;38;12;7.45;;2;2;0.706;;;
3056;1;6;2;;29;11.34;6.37;;2;2;0.706;;;
3056;1;7;1;;38;82.44;9.9;;2;2;0.187;;;
3056;1;7;2;;30;85.47;8.42;;2;2;0.187;;;
3056;1;8;1;;38;31.25;6.24;;2;2;0.936;;;
3056;1;8;2;;31;31.13;6.06;;2;2;0.936;;;
3056;1;9;1;;37;4.16;1.59;;2;2;0.465;;;
3056;1;9;2;;30;4.43;1.38;;2;2;0.465;;;
3056;1;10;1;;38;1.14;0.52;;2;2;0.066;;;
3056;1;10;2;;30;0.92;0.42;;2;2;0.066;;;
3056;1;11;1;;38;1.31;0.43;;2;2;0.275;;;
3056;1;11;2;;31;1.42;0.44;;2;2;0.275;;;
3056;1;12;1;;36;28.82;11.74;;2;2;0.723;;;
3056;1;12;2;;31;29.71;9.08;;2;2;0.723;;;
3056;1;13;1;;38;6.08;1.36;;2;2;0.68;;;
3056;1;13;2;;31;6.23;1.59;;2;2;0.68;;;
3056;1;14;1;;38;24.63;5.94;;2;2;0.208;;;
3056;1;14;2;;31;22.87;5.44;;2;2;0.208;;;
3056;1;15;1;;38;86.12;14.95;;2;2;0.252;;;
3056;1;15;2;;31;90.94;19.71;;2;2;0.252;;;
3056;1;16;1;;37;42.84;9.72;;2;2;0.507;;;
3056;1;16;2;;31;40.97;12.79;;2;2;0.507;;;
3056;1;17;1;;38;52.03;15.37;;2;2;0.846;;;
3056;1;17;2;;31;52.71;13.26;;2;2;0.846;;;
3056;1;18;1;;38;8.32;2.57;;2;2;0.909;;;
3056;1;18;2;;31;8.39;2.56;;2;2;0.909;;;
3056;1;19;1;;37;41.3;11.45;;1;2;0.899;;;
3056;1;19;2;;31;41.65;11.02;;2;2;0.899;;;
3079;1;1;1;;41;46.4;12.32;;2;2;;;;
3079;1;1;2;;44;47.87;13.82;;2;2;;;;
3079;1;1;3;;41;49.14;14.66;;2;2;;;;
3079;1;2;1;;41;21.7;6.59;;2;2;;6;;
3079;1;2;2;;44;23.26;6.13;;2;2;;6;;
3079;1;2;3;;41;20.74;6.19;;2;2;;6;;
3079;1;3;1;;41;21.3;7;;2;2;;7;;
3079;1;3;2;;44;20.05;8.62;;2;2;;7;;
3079;1;3;3;;41;22.82;6.79;;2;2;;7;;
3079;1;4;1;;41;20.52;9.43;;2;2;;21;;
3079;1;4;2;;44;22.55;10.63;;2;2;;21;;
3079;1;4;3;;41;21.24;8.88;;2;2;;21;;
3079;1;5;1;;41;55.44;11.22;;2;2;;;;
3079;1;5;2;;44;54.22;11.9;;2;2;;;;
3079;1;5;3;;41;57.14;11.6;;2;2;;;;
3079;1;6;1;;41;50.53;8.49;;2;2;;;;
3079;1;6;2;;44;50.35;7.33;;2;2;;;;
3079;1;6;3;;41;53.2;8.7;;2;2;;;;
3079;1;7;1;;41;17.82;14.36;;2;2;;;;
3079;1;7;2;;44;25.77;17.56;;2;2;;;;
3079;1;7;3;;41;29.31;17.41;;2;2;;;;
3079;1;8;1;;41;38.76;11.15;;2;2;;;;
3079;1;8;2;;44;42.84;12.74;;2;2;;;;
3079;1;8;3;;41;38.87;11.44;;2;2;;;;
3112;1;1;1;;12;35.4;8.9;;1;1;0.081;;;
3112;1;1;2;;12;30;4.8;;1;1;0.081;;;
3112;1;2;1;;12;12.4;4.1;;1;1;0.209;9;;
3112;1;2;2;;12;14.7;4.4;;1;1;0.209;9;;
3112;1;3;1;;12;37;14.7;;1;1;0.862;20;;
3112;1;3;2;;12;38.1;15.4;;1;1;0.862;20;;
3112;1;4;1;;12;14.5;4.5;;1;1;0.586;7;;
3112;1;4;2;;12;15.5;4.4;;1;1;0.586;7;;
3115;1;1;1;;41;21.44;4.1;;2;2;;;;
3115;1;1;2;;41;22.78;4.01;;2;2;;;;
3115;1;2;1;;41;22.2;4.07;;2;2;;;;
3115;1;2;2;;41;23.59;3.89;;2;2;;;;
3115;1;3;1;;41;22.68;4.07;;2;2;;;;
3115;1;3;2;;41;24.41;3.73;;2;2;;;;
3115;1;4;1;;41;23.66;3.62;;2;2;;;;
3115;1;4;2;;41;24.51;3.96;;2;2;;;;
3125;1;1;1;;67;60.84;11.1;;2;2;;;;
3125;1;1;2;;64;63.47;8.9;;2;2;;;;
3125;1;1;3;;67;61.75;8.59;;2;2;;;;
3125;1;2;1;;67;31.79;5.32;;2;2;;;;
3125;1;2;2;;64;31.61;4.56;;2;2;;;;
3125;1;2;3;;67;31.55;5.16;;2;2;;;;
3125;1;3;1;;67;51.75;14.14;;2;2;;;;
3125;1;3;2;;64;49.89;16.94;;2;2;;;;
3125;1;3;3;;67;48.85;15.13;;2;2;;;;
3125;1;4;1;;67;8.84;0.49;;2;2;;;;
3125;1;4;2;;64;8.9;0.59;;2;2;;;;
3125;1;4;3;;67;8.95;0.44;;2;2;;;;
3125;1;5;1;;67;33.09;9.2;;2;2;;;;
3125;1;5;2;;64;33.06;11.2;;2;2;;;;
3125;1;5;3;;67;34.81;11.42;;2;2;;;;
3125;1;6;1;;67;6.12;3.73;;2;2;;;;
3125;1;6;2;;64;7.08;3.86;;2;2;;;;
3125;1;6;3;;67;6.81;3.43;;2;2;;;;
3125;1;7;1;;67;33.09;9.2;;2;2;;;;
3125;1;7;2;;64;33.06;11.2;;2;2;;;;
3125;1;7;3;;67;34.81;11.42;;2;2;;;;
3125;1;8;1;;67;6.12;3.73;;2;2;;;;
3125;1;8;2;;64;7.08;3.86;;2;2;;;;
3125;1;8;3;;67;6.81;3.43;;2;2;;;;
3128;1;1;1;;33;21;2.2;;1;1;;;;
3128;1;1;2;;34;21.5;2.4;;1;1;;;;
3128;1;1;3;;35;21.1;1.8;;1;1;;;;
3128;1;1;4;;33;21.2;2.2;;1;1;;;;
3128;1;2;1;;33;4.9;3.8;;1;1;;1;;
3128;1;2;2;;34;5.9;5.7;;1;1;;1;;
3128;1;2;3;;35;5;5.2;;1;1;;1;;
3128;1;2;4;;33;5.2;5;;1;1;;1;;
3128;1;3;1;;33;11.8;16.6;;1;1;;1;;
3128;1;3;2;;34;10.6;15.7;;1;1;;1;;
3128;1;3;3;;35;7.1;12.2;;1;1;;1;;
3128;1;3;4;;33;5.2;10.9;;1;1;;1;;
3128;1;4;1;;33;14;2.8;;1;1;;;;
3128;1;4;2;;34;14.3;3.5;;1;1;;;;
3128;1;4;3;;35;17.5;14.2;;1;1;;;;The SD = 14.2 is really reported in the paper
3128;1;4;4;;33;14.9;2.1;;1;1;;;;
3128;1;5;1;;33;14.4;1.8;;1;1;;;;
3128;1;5;2;;34;14.4;2;;1;1;;;;
3128;1;5;3;;35;14.9;2.4;;1;1;;;;
3128;1;5;4;;33;14.7;1.9;;1;1;;;;
3128;1;6;1;;33;13.8;10.3;;1;1;;;;
3128;1;6;2;;34;13.7;11.2;;1;1;;;;
3128;1;6;3;;35;12.4;9.8;;1;1;;;;
3128;1;6;4;;33;12.5;10.3;;1;1;;;;
3128;1;7;1;;33;1.9;2.9;;1;1;;;;
3128;1;7;2;;34;1.7;3.4;;1;1;;;;
3128;1;7;3;;35;4.1;4.9;;1;1;;;;
3128;1;7;4;;33;3.3;5.3;;1;1;;;;
3142;1;1;1;;30;23.33;;1.12;2;0;0.1;;1;
3142;1;1;2;;30;25.87;;1.06;2;0;0.1;;1;
3142;1;2;1;;30;79.47;;3.04;2;0;0.29;18;1;
3142;1;2;2;;30;75.37;;2.38;2;0;0.29;18;1;
3142;1;3;1;;30;4.6;;0.34;2;0;0.26;;1;
3142;1;3;2;;30;5.27;;0.47;2;0;0.26;;1;
3142;1;4;1;;30;49.87;;1.64;2;0;0.67;;1;
3142;1;4;2;;30;50.83;;1.55;2;0;0.67;;1;
3142;1;5;1;;30;5.87;;0.82;2;0;0.36;;1;
3142;1;5;2;;30;4.93;;0.57;2;0;0.36;;1;
3142;1;6;1;;30;36.2;;1.82;2;0;0.89;;1;
3142;1;6;2;;30;35.86;;1.52;2;0;0.89;;1;
3142;1;7;1;;30;16.12;;0.69;2;0;0.18;;1;
3142;1;7;2;;30;17.41;;0.51;2;0;0.18;;1;
3142;1;8;1;;30;30.59;;1.37;2;0;0.31;;1;
3142;1;8;2;;30;29.2;;1.37;2;0;0.31;;1;
3142;1;9;1;;30;3.31;;0.188;2;0;0.41;;1;
3142;1;9;2;;30;3.47;;0.188;2;0;0.41;;1;
3142;1;10;1;;30;3.68;;0.225;2;0;0.59;;1;
3142;1;10;2;;30;3.8;;0.227;2;0;0.59;;1;
3142;1;11;1;;30;3.93;;0.18;2;0;0.73;;1;
3142;1;11;2;;30;3.87;;0.18;2;0;0.73;;1;
3142;1;12;1;;30;7.11;;2.59;2;0;0.8;;1;
3142;1;12;2;;30;7.77;;2.59;2;0;0.8;;1;
3142;1;13;1;;30;13.18;;2.68;2;0;0.96;;1;
3142;1;13;2;;30;13.3;;2.7;2;0;0.96;;1;
3142;1;14;1;;30;10.4;;0.42;2;0;0.65;;1;
3142;1;14;2;;30;10.1;;0.506;2;0;0.65;;1;
3150;1;1;1;;67;2.02;0.59;;2;2;;;;
3150;1;1;2;;67;2.14;0.58;;2;2;;;;
3150;1;2;1;;67;1.76;0.59;;2;2;;;;
3150;1;2;2;;67;1.77;0.59;;2;2;;;;
